所在省,所在城市,学校,学校编号
湖北省,武汉市,湖北邮电学校,420140001
湖北省,武汉市,武汉信息工程学校,420140002
湖北省,武汉市,武汉市广播电视大学,420150046
湖北省,武汉市,湖北省经济管理干部学院,420150756
湖北省,武汉市,湖北教育学院,420150760
湖北省,武汉市,湖北函授大学,420170001
湖北省,武汉市,武汉邮电科学研究院,420184011
湖北省,武汉市,军事经济学院,420190028
湖北省,武汉市,中国人民解放军海军工程大学,420190038
湖北省,武汉市,中国人民解放军第二炮兵指挥学院,420190059
湖北省,黄石市,湖北师范学院,420210513
湖北省,黄石市,黄石理工学院,420210920
湖北省,十堰市,郧阳师范高等专科学校,420310518
湖北省,十堰市,湖北汽车工业学院,420310525
湖北省,十堰市,郧阳医学院,420310929
湖北省,十堰市,十堰职业技术学院,420311334
湖北省,十堰市,郧阳医学院药护学院,420313249
湖北省,十堰市,十堰广播电视大学,420352018
湖北省,宜昌市,三峡大学,420511075
湖北省,宜昌市,湖北三峡职业技术学院,420512979
湖北省,宜昌市,三峡电力职业学院,420514061
湖北省,襄樊市,襄樊学院,420610519
湖北省,襄樊市,襄樊职业技术学院,420612354
湖北省,鄂州市,鄂州职业大学,420711335
湖北省,荆门市,荆楚理工学院,420811336
湖北省,荆门市,沙洋师范高等专科学校,420811794
湖北省,孝感市,孝感学院,420910528
湖北省,孝感市,湖北职业技术学院,420912051
湖北省,荆州市,长江大学工程技术学院,421013245
湖北省,荆州市,长江大学文理学院,421013246
湖北省,荆州市,湖北省国土资源工程学校,421013800
湖北省,黄冈市,黄冈师范学院,421110514
湖北省,黄冈市,黄冈职业技术学院,421110955
湖北省,黄冈市,鄂东职业技术学院,421113797
湖北省,咸宁市,咸宁学院,421210927
湖北省,咸宁市,咸宁职业技术学院,421213265
湖北省,恩施市,湖北民族学院,422810517
湖北省,恩施市,恩施职业技术学院,422812347
湖北省,神农架林区,江汉大学,429011072
湖北省,神农架林区,仙桃职业学院,429012740
湖北省,神农架林区,江汉艺术职业学院,429013793
湖南省,长沙市,湖南大学,430110532
湖南省,长沙市,中南大学,430110533
湖南省,长沙市,长沙交通学院,430110536
湖南省,长沙市,湖南农业大学,430110537
湖南省,长沙市,中南林学院,430110538
湖南省,长沙市,湖南中医学院,430110541
湖南省,长沙市,湖南师范大学,430110542
湖南省,长沙市,湖南商学院,430110554
湖南省,长沙市,长沙电力学院,430110556
湖南省,长沙市,湖南工业职业技术学院,430110830
湖南省,长沙市,湖南信息职业技术学院,430110865
湖南省,长沙市,湖南财经高等专科学校,430111532
湖南省,长沙市,湖南公安高等专科学校,430111534
湖南省,长沙市,湖南女子职业大学,430111538
湖南省,长沙市,湖南第一师范学院,430112034
湖南省,长沙市,长沙航空职业技术学院,430112055
湖南省,长沙市,湖南大众传媒职业技术学院,430112300
湖南省,长沙市,湖南涉外经济学院,430112303
湖南省,长沙市,湖南科技职业学院,430112304
湖南省,长沙市,湖南生物机电职业技术学院,430112343
湖南省,长沙市,湖南交通职业技术学院,430112397
湖南省,长沙市,湖南商务职业技术学院,430112401
湖南省,长沙市,湖南工程职业技术学院,430112425
湖南省,长沙市,湖南对外经济贸易职业学院,430112597
湖南省,长沙市,湖南司法警官职业学院,430112601
湖南省,长沙市,长沙商贸旅游职业技术学院,430112603
湖南省,长沙市,长沙通信职业技术学院,430112845
湖南省,长沙市,长沙环境保护职业技术学院,430113031
湖南省,长沙市,湖南机电职业技术学院,430113033
湖南省,长沙市,长沙师范专科学校,430113806
湖南省,长沙市,湖南水利水电职业技术学院,430113939
湖南省,长沙市,长沙市第一中学,430140001
湖南省,长沙市,湖南广播电视大学,430151306
湖南省,长沙市,湖南经济管理干部学院,430151313
湖南省,长沙市,国防大学,430190001
湖南省,长沙市,国防科技大学,430190002
湖南省,株洲市,中南林学院,430210538
湖南省,株洲市,株洲师范高等专科学校,430210836
湖南省,株洲市,湖南工业大学,430211535
湖南省,株洲市,湖南铁道职业技术学院,430212302
湖南省,株洲市,湖南中医药高等专科学校,430213802
湖南省,株洲市,株洲职业技术学院,430213937
湖南省,湘潭市,湘潭大学,430310530
湖南省,湘潭市,湖南科技大学,430310534
湖南省,湘潭市,湖南工程学院,430311342
湖南省,湘潭市,河南工程学院,430311517
湖南省,湘潭市,湖南工业大学,430311535
湖南省,衡阳市,衡阳师范学院,430410546
湖南省,衡阳市,南华大学,430410555
湖南省,衡阳市,湖南工学院,430411528
湖南省,衡阳市,湖南环境生物职业技术学院,430412739
湖南省,衡阳市,湖南交通工程职业技术学院,430413941
湖南省,邵阳市,邵阳学院,430510547
湖南省,邵阳市,邵阳卫生学校,430513803
湖南省,岳阳市,湖南理工学院,430610543
湖南省,岳阳市,岳阳职业技术学院,430613038
湖南省,岳阳市,湖南民族职业学院,430613804
湖南省,岳阳市,岳阳市第一中学,430640001
湖南省,常德市,常德师范学院,430710549
湖南省,常德市,常德职业技术学院,430713039
湖南省,常德市,澧县第一中学,430740001
湖南省,常德市,桃源县第一中学,430740002
湖南省,张家界市,张家界航空工业职业技术学院,430812849
湖南省,益阳市,湖南城市学院,430911527
湖南省,郴州市,郴州师范高等专科学校,431010545
湖南省,郴州市,郴州职业技术学院,431012847
湖南省,永州市,零陵学院,431110551
湖南省,永州市,湖南九嶷职业技术学院,431113922
湖南省,怀化市,怀化学院,431210548
湖南省,怀化市,怀化医学高等专科学校,431212214
湖南省,怀化市,怀化职业技术学院,431213037
湖南省,娄底市,湖南人文科技学院,431310553
湖南省,娄底市,娄底职业技术学院,431312848
湖南省,娄底市,潇湘职业学院,431313042
湖南省,吉首市,吉首大学,433110531
广东省,广州市,外交学院,440110040
广东省,广州市,中山大学,440110558
广东省,广州市,暨南大学,440110559
广东省,广州市,华南理工大学,440110561
广东省,广州市,华南农业大学,440110564
广东省,广州市,广州医学院,440110570
广东省,广州市,广东医学院,440110571
广东省,广州市,广州中医药大学,440110572
广东省,广州市,广东药学院,440110573
广东省,广州市,华南师范大学,440110574
广东省,广州市,惠州学院,440110577
广东省,广州市,广州体育学院,440110585
广东省,广州市,广州美术学院,440110586
广东省,广州市,星海音乐学院,440110587
广东省,广州市,广东技术师范学院,440110588
广东省,广州市,广东商学院,440110592
广东省,广州市,白云职业技术学院,440110822
广东省,广州市,广东轻工职业技术学院,440110833
广东省,广州市,广东交通职业技术学院,440110861
广东省,广州市,广东水利电力职业技术学院,440110862
广东省,广州市,广州大学,440111078
广东省,广州市,广州航海高等专科学校,440111106
广东省,广州市,民办南华工商学院,440111114
广东省,广州市,私立华联学院,440111121
广东省,广州市,仲恺农业技术学院,440111347
广东省,广州市,广东金融学院,440111540
广东省,广州市,广东工业大学,440111845
广东省,广州市,广东外语外贸大学,440111846
广东省,广州市,广州民航职业技术学院,440112040
广东省,广州市,番禺职业技术学院,440112046
广东省,广州市,广东培正学院,440112059
广东省,广州市,南方医科大学,440112121
广东省,广州市,广东农工商职业技术学院,440112322
广东省,广州市,广东科学技术职业学院,440112572
广东省,广州市,广东食品药品职业学院,440112573
广东省,广州市,广东体育职业技术学院,440112578
广东省,广州市,华南理工大学广州汽车学院,440112617
广东省,广州市,广东外语外贸大学南国商学院,440112620
广东省,广州市,广东商学院华商学院,440112621
广东省,广州市,广东技术师范学院天河学院,440112668
广东省,广州市,广东建设职业技术学院,440112741
广东省,广州市,广东女子职业技术学院,440112742
广东省,广州市,广东机电职业技术学院,440112743
广东省,广州市,广东岭南职业技术学院,440112749
广东省,广州市,广东邮电职业技术学院,440112953
广东省,广州市,广东工贸职业技术学院,440112959
广东省,广州市,广东外语艺术职业学院,440112962
广东省,广州市,广州大学松田学院,440113657
广东省,广州市,广东文艺职业学院,440113707
广东省,广州市,广州涉外经济职业技术学院,440113715
广东省,广州市,华立科技职业学院,440113928
广东省,广州市,广州城市职业学院,440113929
广东省,广州市,广州铁路职业技术学院,440113943
广东省,广州市,广东科贸职业学院,440114063
广东省,广州市,东圃幼儿园,440120001
广东省,广州市,广州市中六幼儿园,440120002
广东省,广州市,经济开发区第二幼儿园,440120003
广东省,广州市,经济开发区第一幼儿园,440120004
广东省,广州市,经济开发区萝岗幼儿园,440120005
广东省,广州市,萝岗区汤村小学,440120006
广东省,广州市,萝岗区洋田小学,440120007
广东省,广州市,八旗二马路小学,440130001
广东省,广州市,八一实验学校,440130002
广东省,广州市,白云路小学,440130003
广东省,广州市,白云区广园小学,440130004
广东省,广州市,白云区京溪小学,440130005
广东省,广州市,白云区景泰小学,440130006
广东省,广州市,白云区明德小学,440130007
广东省,广州市,白云区三元里小学,440130008
广东省,广州市,白云区太和第一小学,440130009
广东省,广州市,白云区同和小学,440130010
广东省,广州市,白云区握山小学,440130011
广东省,广州市,白云区萧岗小学,440130012
广东省,广州市,长兴小学,440130013
广东省,广州市,大塘街小学,440130014
广东省,广州市,东川路小学,440130015
广东省,广州市,东山区红火炬小学,440130016
广东省,广州市,东山区环市路小学,440130017
广东省,广州市,东山区梅花村小学,440130018
广东省,广州市,东山区清水濠第一小学,440130019
广东省,广州市,东山区实验小学,440130020
广东省,广州市,东山区署前路小学,440130021
广东省,广州市,东山区水荫路小学,440130022
广东省,广州市,东山区五羊第一小学,440130023
广东省,广州市,东山区先烈中路小学,440130024
广东省,广州市,东山区沿江东路小学,440130025
广东省,广州市,东山区永曜北小学,440130026
广东省,广州市,东山区执信南路小学,440130027
广东省,广州市,东山区中星小学,440130028
广东省,广州市,广州开发区第二小学,440130029
广东省,广州市,广州市八一希望学校,440130030
广东省,广州市,广州市东风西路小学,440130031
广东省,广州市,广州市天河区东圃小学,440130032
广东省,广州市,广州市天河区吉山小学,440130033
广东省,广州市,广州市天河区棠东小学,440130034
广东省,广州市,广州市天河区五山小学,440130035
广东省,广州市,广州市雅荷塘小学,440130036
广东省,广州市,广州市越秀区人民北路小学,440130037
广东省,广州市,广州市越秀区小北路小学,440130038
广东省,广州市,广州市真光小学,440130039
广东省,广州市,桂花岗小学,440130040
广东省,广州市,海康城小学,440130041
广东省,广州市,华景小学,440130042
广东省,广州市,华康小学,440130043
广东省,广州市,华南理工大学附小,440130044
广东省,广州市,黄边小学,440130045
广东省,广州市,黄花小学,440130046
广东省,广州市,建设大马路小学,440130047
广东省,广州市,建设六马路小学,440130048
广东省,广州市,江村小学,440130049
广东省,广州市,金坑小学,440130050
广东省,广州市,经济技术开发区黄陂小学,440130051
广东省,广州市,经济技术开发区火村小学,440130052
广东省,广州市,经济技术开发区联和小学,440130053
广东省,广州市,经济开发区笔岗小学,440130054
广东省,广州市,开发区长平小学,440130055
广东省,广州市,开发区第一小学,440130056
广东省,广州市,凌塘小学,440130057
广东省,广州市,龙岗路小学,440130058
广东省,广州市,萝岗区凤尾小学,440130059
广东省,广州市,萝岗区福洞小学,440130060
广东省,广州市,萝岗区何棠下小学,440130061
广东省,广州市,萝岗区九佛小学,440130062
广东省,广州市,萝岗区镇龙第一小学,440130063
广东省,广州市,萝岗区镇龙小学,440130064
广东省,广州市,盘福路小学,440130065
广东省,广州市,迁岗小学,440130066
广东省,广州市,泰安小学,440130067
广东省,广州市,棠德南小学,440130068
广东省,广州市,体育东路小学,440130069
广东省,广州市,天府路小学,440130070
广东省,广州市,天河区岑村小学,440130071
广东省,广州市,天河区长湴小学,440130072
广东省,广州市,天河区车陂小学,440130073
广东省,广州市,天河区登峰小学,440130074
广东省,广州市,天河区第一实验小学,440130075
广东省,广州市,天河区高塘石小学,440130076
广东省,广州市,天河区华成小学,440130077
广东省,广州市,天河区华阳小学,440130078
广东省,广州市,天河区黄村小学,440130079
广东省,广州市,天河区骏景小学,440130080
广东省,广州市,天河区柯木塱小学,440130081
广东省,广州市,天河区猎德小学,440130082
广东省,广州市,天河区龙洞小学,440130084
广东省,广州市,天河区龙口西小学,440130085
广东省,广州市,天河区沐陂小学,440130086
广东省,广州市,天河区前进小学,440130087
广东省,广州市,天河区侨乐小学,440130088
广东省,广州市,天河区沙河小学,440130089
广东省,广州市,天河区石牌小学,440130090
广东省,广州市,天河区四海小学,440130091
广东省,广州市,天河区棠下小学,440130092
广东省,广州市,天河区陶育路小学,440130093
广东省,广州市,天河区体育西路小学,440130094
广东省,广州市,天河区冼村小学,440130095
广东省,广州市,天河区新塘小学,440130096
广东省,广州市,天河区旭景小学,440130097
广东省,广州市,天河区银河小学,440130098
广东省,广州市,天河区渔沙坦小学,440130099
广东省,广州市,天河区元岗小学,440130100
广东省,广州市,天河区员村第六小学,440130101
广东省,广州市,天河区员村第五小学,440130102
广东省,广州市,天河区云山小学,440130103
广东省,广州市,天河区珠村小学,440130104
广东省,广州市,先烈东小学,440130105
广东省,广州市,新元小学,440130106
广东省,广州市,羊城花园小学,440130107
广东省,广州市,玉树小学,440130108
广东省,广州市,员村小学,440130109
广东省,广州市,培英中学,440140001
广东省,广州市,广州市育才中学,440140002
广东省,广州市,白云区华师附中新世界学校,440140003
广东省,广州市,白云区江高镇第二初级中学,440140004
广东省,广州市,白云区人和第一中学,440140005
广东省,广州市,白云区石井中学,440140006
广东省,广州市,白云区竹料第一中学,440140007
广东省,广州市,白云中学,440140008
广东省,广州市,长堤真光中学,440140009
广东省,广州市,从化第四中学,440140010
广东省,广州市,从化市第七中学,440140011
广东省,广州市,第113中学,440140012
广东省,广州市,第117中学,440140013
广东省,广州市,第25中学,440140014
广东省,广州市,第47中学,440140015
广东省,广州市,第63中学,440140016
广东省,广州市,第65中学,440140017
广东省,广州市,第67中学,440140018
广东省,广州市,第80中学,440140019
广东省,广州市,第85中学,440140020
广东省,广州市,第89中学,440140021
广东省,广州市,第91中学,440140022
广东省,广州市,第八十三中学,440140023
广东省,广州市,第八十一中学,440140024
广东省,广州市,第七十五中学,440140025
广东省,广州市,第七十一中学,440140026
广东省,广州市,第四十七中学汇景实验学校,440140028
广东省,广州市,第四十四中学,440140029
广东省,广州市,第一商业中等专业学校,440140030
广东省,广州市,第一一五中学,440140031
广东省,广州市,广州市第一中学,440140032
广东省,广州市,电子职业高级中学,440140033
广东省,广州市,东圃中学,440140034
广东省,广州市,东山区成人中等专业学校,440140035
广东省,广州市,番禺区农业中等专业学校,440140036
广东省,广州市,广东省财政学校,440140037
广东省,广州市,广东省对外贸易学校,440140038
广东省,广州市,广东水产学校,440140039
广东省,广州市,广雅中学,440140040
广东省,广州市,广园中学,440140041
广东省,广州市,广州财政学校,440140042
广东省,广州市,广州大学附属中学,440140043
广东省,广州市,广州大学试验中学,440140044
广东省,广州市,广州第二中学,440140045
广东省,广州市,广州电子信息学校,440140046
广东省,广州市,广州实验中学,440140047
广东省,广州市,广州市长兴中学,440140048
广东省,广州市,广州市第27中学,440140049
广东省,广州市,广州市第九十九中学,440140050
广东省,广州市,广州市第三十九中学,440140052
广东省,广州市,广州市第三十七中学,440140053
广东省,广州市,广州市第三十四中学,440140054
广东省,广州市,广州市第三中学,440140055
广东省,广州市,广州市第十八中学,440140056
广东省,广州市,广州市第十七中学,440140057
广东省,广州市,广州市第十中学,440140058
广东省,广州市,广州市第四十六中学,440140059
广东省,广州市,广州市第一一三中学,440140060
广东省,广州市,广州市纺织中专学校,440140061
广东省,广州市,广州市恒福中学,440140062
广东省,广州市,广州市建筑工程学校,440140063
广东省,广州市,广州市旅游商贸职业学校,440140064
广东省,广州市,广州市无线电中等专业学校,440140065
广东省,广州市,广州市信息工程职业学校,440140066
广东省,广州市,广州市知用中学,440140067
广东省,广州市,广州无线电中等专业学校,440140068
广东省,广州市,花都区秀全中学,440140069
广东省,广州市,花都区职业技术学校,440140070
广东省,广州市,华南理工大学附中,440140071
广东省,广州市,华颖中学,440140072
广东省,广州市,经济技术开发区南岗中学,440140073
广东省,广州市,骏景中学,440140074
广东省,广州市,开发区中学,440140075
广东省,广州市,萝岗区九佛第二中学,440140076
广东省,广州市,萝岗区九佛中学,440140077
广东省,广州市,萝岗区镇龙第二中学,440140078
广东省,广州市,萝岗区镇龙一中,440140079
广东省,广州市,萝岗中学,440140080
广东省,广州市,梅花中学,440140081
广东省,广州市,美术中学,440140082
广东省,广州市,沙东中学,440140083
广东省,广州市,市政建设中等专业学校,440140084
广东省,广州市,泰安中学,440140085
广东省,广州市,天河18中学,440140086
广东省,广州市,天河职业高级中学,440140087
广东省,广州市,天河中学,440140088
广东省,广州市,天华中学,440140089
广东省,广州市,天荣中学,440140090
广东省,广州市,天秀中学,440140091
广东省,广州市,铁一中学,440140092
广东省,广州市,同和中学,440140093
广东省,广州市,伟伦体育运动学校,440140094
广东省,广州市,五羊中学,440140095
广东省,广州市,协和高级中学,440140096
广东省,广州市,医药中等专业学校,440140097
广东省,广州市,执信中学,440140098
广东省,广州市,中学生劳动技术学校,440140099
广东省,广州市,广州市第七中学,440140100
广东省,广州市,东山区少年宫,440140101
广东省,广州市,广州市越秀区少年宫,440140102
广东省,广州市,天河中学高中部,440140103
广东省,广州市,华侨中学,440140104
广东省,广州市,广东教育学院,440150846
广东省,广州市,广东省广播电视大学,440151315
广东省,广州市,广州广播电视大学,440151393
广东省,广州市,广州商贸金融培训学校,440152005
广东省,广州市,广州市越秀区教师进修学校,440152006
广东省,广州市,天河区教师进修学校,440152007
广东省,广州市,广州市业余大学,440152008
广东省,广州市,东山区启智学校,440160001
广东省,广州市,聋人学校,440160002
广东省,广州市,新穗学校,440160003
广东省,广州市,广州华大自学考试辅导学校,440170002
广东省,广州市,华南师范大学增城康大学院,440170004
广东省,广州市,美国人国际学校,440170006
广东省,广州市,广东省新闻出版高级技工学校,440170007
广东省,广州市,武警广东指挥学校,440190302
广东省,韶关市,韶关学院,440210576
广东省,深圳市,深圳大学,440310590
广东省,深圳市,深圳职业技术学院,440311113
广东省,深圳市,深圳信息职业技术学院,440312957
广东省,深圳市,南山区蓓蕾幼儿园,440320001
广东省,深圳市,南山区大新幼儿园,440320002
广东省,深圳市,南山区机关幼儿园,440320003
广东省,深圳市,南山区教育幼儿园,440320004
广东省,深圳市,南山区西丽幼儿园,440320005
广东省,深圳市,白坭坑小学,440330001
广东省,深圳市,百花小学,440330002
广东省,深圳市,坂田宝岗小学,440330003
广东省,深圳市,坂田小学,440330004
广东省,深圳市,坂田雪象小学,440330005
广东省,深圳市,宝城小学,440330006
广东省,深圳市,保安小学,440330007
广东省,深圳市,北师大南山附属学校小学,440330008
广东省,深圳市,碧岭小学,440330009
广东省,深圳市,布吉木棉湾小学,440330010
广东省,深圳市,布吉水径小学,440330011
广东省,深圳市,大鹏第二小学,440330012
广东省,深圳市,鹅溪小学,440330013
广东省,深圳市,福田区福华小学,440330014
广东省,深圳市,福田区福民小学,440330015
广东省,深圳市,福田区福南小学,440330016
广东省,深圳市,福田区福强小学,440330017
广东省,深圳市,福田区福田小学,440330018
广东省,深圳市,福田区岗厦小学,440330019
广东省,深圳市,福田区华富小学,440330020
广东省,深圳市,福田区华新小学,440330021
广东省,深圳市,福田区金海小学,440330022
广东省,深圳市,福田区景莲小学,440330023
广东省,深圳市,福田区景龙小学,440330024
广东省,深圳市,福田区景鹏小学,440330025
广东省,深圳市,福田区景秀小学,440330026
广东省,深圳市,福田区荔园小学,440330027
广东省,深圳市,福田区莲花小学,440330028
广东省,深圳市,福田区绿洲小学,440330029
广东省,深圳市,福田区梅丽小学,440330030
广东省,深圳市,福田区梅林小学,440330031
广东省,深圳市,福田区梅山小学,440330032
广东省,深圳市,福田区南华小学,440330033
广东省,深圳市,福田区上步小学,440330034
广东省,深圳市,福田区狮岭小学,440330035
广东省,深圳市,福田区石厦小学,440330036
广东省,深圳市,福田区水围小学,440330037
广东省,深圳市,福田区新莲小学,440330038
广东省,深圳市,福田区新洲小学,440330039
广东省,深圳市,福田区益田小学,440330040
广东省,深圳市,福田区园岭小学,440330041
广东省,深圳市,福田区竹林小学,440330042
广东省,深圳市,福田区竹园小学,440330043
广东省,深圳市,辅城坳小学,440330044
广东省,深圳市,桂园小学,440330045
广东省,深圳市,海滨实验小学深圳湾部,440330046
广东省,深圳市,横岗安良小学,440330047
广东省,深圳市,横岗大康小学,440330048
广东省,深圳市,横岗菏坳小学,440330049
广东省,深圳市,横岗六约小学,440330050
广东省,深圳市,横岗四联小学,440330051
广东省,深圳市,红岭小学,440330052
广东省,深圳市,湖贝小学,440330053
广东省,深圳市,坑梓金田小学,440330054
广东省,深圳市,葵涌坝光小学,440330055
广东省,深圳市,葵涌第二小学,440330056
广东省,深圳市,龙城爱联小学,440330057
广东省,深圳市,龙城龙西小学,440330058
广东省,深圳市,龙城盛平小学,440330059
广东省,深圳市,龙岗区坂田街道花城小学,440330060
广东省,深圳市,龙岗区布吉街道莲花小学,440330061
广东省,深圳市,龙岗区布吉街道中心小学,440330062
广东省,深圳市,龙岗区大鹏街道中心小学,440330063
广东省,深圳市,龙岗区德兴小学,440330064
广东省,深圳市,龙岗区横岗街道中心小学,440330065
广东省,深圳市,龙岗区坑梓中心小学,440330066
广东省,深圳市,龙岗区葵涌街道中心小学,440330067
广东省,深圳市,龙岗区龙城小学,440330068
广东省,深圳市,龙岗区龙岗街道中心小学,440330069
广东省,深圳市,龙岗区龙园意境小学,440330070
广东省,深圳市,龙岗区平湖中心小学,440330071
广东省,深圳市,龙岗区坪地第一小学,440330072
广东省,深圳市,龙岗区坪山中心小学,440330073
广东省,深圳市,龙岗区五园小学,440330074
广东省,深圳市,龙岗区信义假日名城小学,440330075
广东省,深圳市,龙岗区阳光小学,440330076
广东省,深圳市,龙岗新生小学,440330077
广东省,深圳市,龙岗振新小学,440330078
广东省,深圳市,龙田小学,440330079
广东省,深圳市,罗湖区北斗小学,440330080
广东省,深圳市,罗湖区碧波小学,440330081
广东省,深圳市,罗湖区滨河小学,440330082
广东省,深圳市,罗湖区布心小学,440330083
广东省,深圳市,罗湖区草埔小学,440330084
广东省,深圳市,罗湖区翠北小学,440330085
广东省,深圳市,罗湖区翠茵小学,440330086
广东省,深圳市,罗湖区翠竹小学,440330087
广东省,深圳市,罗湖区大望小学,440330088
广东省,深圳市,罗湖区东昌小学,440330089
广东省,深圳市,罗湖区东晓小学,440330090
广东省,深圳市,罗湖区凤光小学,440330091
广东省,深圳市,罗湖区红桂小学,440330092
广东省,深圳市,罗湖区洪湖小学,440330093
广东省,深圳市,罗湖区华丽小学,440330094
广东省,深圳市,罗湖区锦田小学,440330095
广东省,深圳市,罗湖区景贝小学,440330096
广东省,深圳市,罗湖区靖轩小学,440330097
广东省,深圳市,罗湖区莲南小学,440330098
广东省,深圳市,罗湖区莲塘小学,440330099
广东省,深圳市,罗湖区罗芳小学校,440330100
广东省,深圳市,罗湖区螺岭小学,440330101
广东省,深圳市,罗湖区南湖小学,440330102
广东省,深圳市,罗湖区水库小学,440330103
广东省,深圳市,罗湖区笋岗小学,440330104
广东省,深圳市,罗湖区泰宁小学,440330105
广东省,深圳市,罗湖区铁路小学,440330106
广东省,深圳市,罗湖区梧桐小学,440330107
广东省,深圳市,罗湖区向西小学,440330108
广东省,深圳市,罗湖区新秀小学,440330109
广东省,深圳市,罗湖区怡景小学,440330110
广东省,深圳市,罗湖小学,440330111
广东省,深圳市,梅沙小学,440330112
广东省,深圳市,美莲小学,440330113
广东省,深圳市,南澳中心小学,440330114
广东省,深圳市,南山区白芒小学,440330115
广东省,深圳市,南山区滨海小学,440330116
广东省,深圳市,南山区茶光小学,440330117
广东省,深圳市,南山区赤湾小学,440330118
广东省,深圳市,南山区大冲小学,440330119
广东省,深圳市,南山区大磡小学,440330120
广东省,深圳市,南山区大新小学,440330121
广东省,深圳市,南山区东湾小学,440330122
广东省,深圳市,南山区海湾小学,440330123
广东省,深圳市,南山区后海小学,440330124
广东省,深圳市,南山区华府小学,440330125
广东省,深圳市,南山区华侨城小学,440330126
广东省,深圳市,南山区留仙小学,440330127
广东省,深圳市,南山区南海小学,440330128
广东省,深圳市,南山区南田小学,440330129
广东省,深圳市,南山区南头城小学,440330130
广东省,深圳市,南山区平山小学,440330131
广东省,深圳市,南山区前海小学,440330132
广东省,深圳市,南山区沙河小学,440330133
广东省,深圳市,南山区沙河新塘小学,440330134
广东省,深圳市,南山区蛇口振兴小学,440330135
广东省,深圳市,南山区松坪第二小学,440330136
广东省,深圳市,南山区松坪小学,440330137
广东省,深圳市,南山区塘朗小学,440330138
广东省,深圳市,南山区桃源小学,440330139
广东省,深圳市,南山区西丽第二小学,440330140
广东省,深圳市,南山区向南小学,440330141
广东省,深圳市,南山区学府小学,440330142
广东省,深圳市,南山区阳光小学,440330143
广东省,深圳市,南山区育才第二小学,440330144
广东省,深圳市,南山区育才第一小学,440330145
广东省,深圳市,南山区月亮湾小学,440330146
广东省,深圳市,南山区卓雅小学,440330147
广东省,深圳市,南山小学,440330148
广东省,深圳市,南山学府小学海珠部,440330149
广东省,深圳市,南湾南岭小学,440330150
广东省,深圳市,南湾沙湾小学,440330151
广东省,深圳市,南园小学,440330152
广东省,深圳市,南约小学,440330153
广东省,深圳市,鹏兴实验学校,440330154
广东省,深圳市,坪地第二小学,440330155
广东省,深圳市,坪地六联小学,440330156
广东省,深圳市,坪地中心小学,440330157
广东省,深圳市,坪山第二小学,440330158
广东省,深圳市,坪山六联小学,440330159
广东省,深圳市,坪山汤坑小学,440330160
广东省,深圳市,清林小学,440330161
广东省,深圳市,人民小学,440330162
广东省,深圳市,沙西小学,440330163
广东省,深圳市,蛇口小学,440330164
广东省,深圳市,蛇口育才教育集团第三小学,440330165
广东省,深圳市,深大师院第二附属学校小学部,440330166
广东省,深圳市,深圳小学,440330167
广东省,深圳市,水田小学,440330168
广东省,深圳市,同乐主力小学,440330169
广东省,深圳市,西冲小学,440330170
广东省,深圳市,西坑小学,440330171
广东省,深圳市,西丽小学,440330172
广东省,深圳市,西乡镇中心小学,440330173
广东省,深圳市,溪涌小学,440330174
广东省,深圳市,下李郎小学,440330175
广东省,深圳市,新港小学,440330176
广东省,深圳市,新沙小学,440330177
广东省,深圳市,盐田区东和小学,440330178
广东省,深圳市,盐田区海涛小学,440330179
广东省,深圳市,盐田区乐群小学,440330180
广东省,深圳市,盐田区林园小学,440330181
广东省,深圳市,盐田区田东小学,440330182
广东省,深圳市,盐田区田心小学,440330183
广东省,深圳市,盐田区外国语小学,440330184
广东省,深圳市,育才舒曼艺术学校,440330185
广东省,深圳市,育贤小学,440330186
广东省,深圳市,中心实验小学,440330187
广东省,深圳市,众孚小学,440330188
广东省,深圳市,珠光小学,440330189
广东省,深圳市,育才三中,440340001
广东省,深圳市,深圳市育才中学,440340002
广东省,深圳市,宝安翻身实验学校,440340003
广东省,深圳市,宝安中学,440340004
广东省,深圳市,北师大附中深圳南山分校,440340005
广东省,深圳市,北师大深圳南山区附属学校,440340006
广东省,深圳市,博伦职业技术学校,440340007
广东省,深圳市,布心中学,440340008
广东省,深圳市,翠园中学东晓分校,440340009
广东省,深圳市,福田区北环中学,440340010
广东省,深圳市,福田区岗厦中学,440340011
广东省,深圳市,福田区红岭中学,440340012
广东省,深圳市,福田区华富中学,440340013
广东省,深圳市,福田区华强职业技术学校,440340014
广东省,深圳市,福田区皇岗中学,440340015
广东省,深圳市,福田区莲花中学,440340016
广东省,深圳市,福田区梅林中学,440340017
广东省,深圳市,福田区梅山中学,440340018
广东省,深圳市,福田区上步中学,440340019
广东省,深圳市,福田区深南中学,440340020
广东省,深圳市,福田区石厦中学,440340021
广东省,深圳市,福田区新洲中学,440340022
广东省,深圳市,福田区竹林中学,440340023
广东省,深圳市,福田中学,440340024
广东省,深圳市,庚子首义中山纪念学校,440340025
广东省,深圳市,海滨中学,440340026
广东省,深圳市,华强职业学校,440340027
广东省,深圳市,龙城初级中学,440340028
广东省,深圳市,龙岗南联学校,440340029
广东省,深圳市,龙岗区布吉高级中学,440340030
广东省,深圳市,龙岗区布吉中学,440340031
广东省,深圳市,龙岗区大鹏华侨中学,440340032
广东省,深圳市,龙岗区福安学校,440340033
